"start_station_name","end_station_name","total_trips","avg_duration"
"Townsend at 7th","Embarcadero at Vallejo",2,1130
"Townsend at 7th","Golden Gate at Polk",2,918
"University and Emerson","California Ave Caltrain Station",2,717
"University and Emerson","Mountain View Caltrain Station",2,23059.5
"Washington at Kearny","2nd at Townsend",2,974
"Washington at Kearny","Beale at Market",2,290.5
"Washington at Kearny","Clay at Battery",2,122
"Washington at Kearny","Grant Avenue at Columbus Avenue",2,2238
"Washington at Kearny","Howard at 2nd",2,353
"Washington at Kearny","Market at Sansome",2,482.5
"Washington at Kearny","Post at Kearny",2,422.5
"Washington at Kearny","Temporary Transbay Terminal (Howard at Beale)",2,687.5
"Yerba Buena Center of the Arts (3rd @ Howard)","2nd at Townsend",2,907.5
"Yerba Buena Center of the Arts (3rd @ Howard)","Clay at Battery",2,710
"Yerba Buena Center of the Arts (3rd @ Howard)","Commercial at Montgomery",2,492.5
"Yerba Buena Center of the Arts (3rd @ Howard)","Howard at 2nd",2,168
"Yerba Buena Center of the Arts (3rd @ Howard)","Market at 10th",2,588
"Yerba Buena Center of the Arts (3rd @ Howard)","Market at Sansome",2,287
"Yerba Buena Center of the Arts (3rd @ Howard)","Powell Street BART",2,378
"Yerba Buena Center of the Arts (3rd @ Howard)","Powell at Post (Union Square)",2,398.5
"Yerba Buena Center of the Arts (3rd @ Howard)","South Van Ness at Market",2,735.5
"Yerba Buena Center of the Arts (3rd @ Howard)","Spear at Folsom",2,613
"2nd at Folsom","2nd at South Park",1,146
"2nd at Folsom","South Van Ness at Market",1,979
"2nd at South Park","2nd at Folsom",1,527
"2nd at South Park","2nd at South Park",1,533
"2nd at South Park","5th at Howard",1,995
"2nd at South Park","Broadway St at Battery St",1,1058
"2nd at South Park","Embarcadero at Sansome",1,2889
"2nd at South Park","Powell Street BART",1,883
"2nd at Townsend","Golden Gate at Polk",1,1360
"2nd at Townsend","Market at 10th",1,775
"2nd at Townsend","San Francisco Caltrain 2 (330 Townsend)",1,270
"5th at Howard","2nd at Townsend",1,603
"5th at Howard","Embarcadero at Bryant",1,3053
"5th at Howard","Howard at 2nd",1,332
"5th at Howard","Powell at Post (Union Square)",1,371
"5th at Howard","San Francisco City Hall",1,580
"5th at Howard","South Van Ness at Market",1,665
"5th at Howard","Townsend at 7th",1,538
"5th at Howard","Yerba Buena Center of the Arts (3rd @ Howard)",1,177
"Adobe on Almaden","Arena Green / SAP Center",1,325
"Adobe on Almaden","Paseo de San Antonio",1,321
"Adobe on Almaden","SJSU 4th at San Carlos",1,363
"Adobe on Almaden","San Jose Civic Center",1,275
"Adobe on Almaden","St James Park",1,753
"Arena Green / SAP Center","SJSU 4th at San Carlos",1,1434
"Arena Green / SAP Center","San Jose Diridon Caltrain Station",1,132
"Arena Green / SAP Center","San Salvador at 1st",1,95920
"Beale at Market","2nd at Folsom",1,468
"Beale at Market","Beale at Market",1,739
"Beale at Market","Clay at Battery",1,125
"Beale at Market","Embarcadero at Bryant",1,385
"Beale at Market","Market at Sansome",1,207
"Beale at Market","Powell at Post (Union Square)",1,429
"Beale at Market","South Van Ness at Market",1,939
"Broadway St at Battery St","2nd at South Park",1,695
"Broadway St at Battery St","Market at 10th",1,1369
"Broadway St at Battery St","Powell Street BART",1,525
"Broadway St at Battery St","Spear at Folsom",1,568
"Broadway St at Battery St","Washington at Kearny",1,191
"California Ave Caltrain Station","San Antonio Shopping Center",1,1328
"Civic Center BART (7th at Market)","2nd at Folsom",1,560
"Civic Center BART (7th at Market)","2nd at South Park",1,585
"Civic Center BART (7th at Market)","Commercial at Montgomery",1,934
"Civic Center BART (7th at Market)","Yerba Buena Center of the Arts (3rd @ Howard)",1,532
"Clay at Battery","5th at Howard",1,513
"Clay at Battery","Broadway St at Battery St",1,206
"Clay at Battery","Civic Center BART (7th at Market)",1,811
"Clay at Battery","Howard at 2nd",1,385
"Clay at Battery","Spear at Folsom",1,259
"Clay at Battery","Townsend at 7th",1,1155
"Clay at Battery","Washington at Kearny",1,166
"Clay at Battery","Yerba Buena Center of the Arts (3rd @ Howard)",1,579
"Commercial at Montgomery","5th at Howard",1,576
"Commercial at Montgomery","Embarcadero at Folsom",1,468
"Commercial at Montgomery","Embarcadero at Vallejo",1,524
"Commercial at Montgomery","Golden Gate at Polk",1,2189
"Commercial at Montgomery","Market at 10th",1,806
"Commercial at Montgomery","South Van Ness at Market",1,968
"Commercial at Montgomery","Steuart at Market",1,212
"Davis at Jackson","2nd at South Park",1,472
"Davis at Jackson","Broadway St at Battery St",1,132
"Davis at Jackson","Embarcadero at Vallejo",1,611
"Davis at Jackson","Harry Bridges Plaza (Ferry Building)",1,571
"Davis at Jackson","Market at 4th",1,539
"Davis at Jackson","Mechanics Plaza (Market at Battery)",1,292
"Davis at Jackson","Powell Street BART",1,658
"Davis at Jackson","Powell at Post (Union Square)",1,775
"Embarcadero at Bryant","2nd at South Park",1,1827
"Embarcadero at Bryant","Golden Gate at Polk",1,2320
"Embarcadero at Bryant","Grant Avenue at Columbus Avenue",1,1282
"Embarcadero at Bryant","Howard at 2nd",1,443
"Embarcadero at Bryant","Market at 4th",1,722
"Embarcadero at Bryant","Powell at Post (Union Square)",1,720
"Embarcadero at Bryant","San Francisco City Hall",1,1133
"Embarcadero at Bryant","Yerba Buena Center of the Arts (3rd @ Howard)",1,689
"Embarcadero at Folsom","2nd at Folsom",1,471
"Embarcadero at Folsom","5th at Howard",1,626
"Embarcadero at Folsom","Beale at Market",1,1423
"Embarcadero at Folsom","Broadway St at Battery St",1,1034
"Embarcadero at Folsom","Grant Avenue at Columbus Avenue",1,714
"Embarcadero at Sansome","2nd at Folsom",1,788
"Embarcadero at Vallejo","Clay at Battery",1,563
"Embarcadero at Vallejo","Howard at 2nd",1,530
"Embarcadero at Vallejo","Market at 10th",1,956
"Embarcadero at Vallejo","Powell at Post (Union Square)",1,756
"Franklin at Maple","Franklin at Maple",1,4006
"Golden Gate at Polk","2nd at Folsom",1,931
"Golden Gate at Polk","5th at Howard",1,379
"Golden Gate at Polk","Beale at Market",1,1059
"Golden Gate at Polk","Clay at Battery",1,656
"Golden Gate at Polk","Golden Gate at Polk",1,2171
"Golden Gate at Polk","Harry Bridges Plaza (Ferry Building)",1,1441
"Grant Avenue at Columbus Avenue","2nd at South Park",1,6303
"Grant Avenue at Columbus Avenue","Davis at Jackson",1,10090
"Grant Avenue at Columbus Avenue","Golden Gate at Polk",1,929
"Grant Avenue at Columbus Avenue","Townsend at 7th",1,1481
"Grant Avenue at Columbus Avenue","Washington at Kearny",1,140
"Harry Bridges Plaza (Ferry Building)","Golden Gate at Polk",1,813
"Harry Bridges Plaza (Ferry Building)","Steuart at Market",1,623
"Howard at 2nd","2nd at South Park",1,132
"Howard at 2nd","Beale at Market",1,279
"Howard at 2nd","Embarcadero at Sansome",1,791
"Howard at 2nd","Embarcadero at Vallejo",1,535
"Howard at 2nd","Market at 10th",1,594
"Howard at 2nd","Mechanics Plaza (Market at Battery)",1,193
"Howard at 2nd","South Van Ness at Market",1,847
"Howard at 2nd","Temporary Transbay Terminal (Howard at Beale)",1,250
"Howard at 2nd","Washington at Kearny",1,320
"Japantown","Arena Green / SAP Center",1,1095
"Japantown","SJSU 4th at San Carlos",1,1154
"Japantown","San Salvador at 1st",1,674
"Japantown","Santa Clara County Civic Center",1,477
"Japantown","Santa Clara at Almaden",1,604
"MLK Library","MLK Library",1,66
"MLK Library","San Jose City Hall",1,384
"MLK Library","San Pedro Square",1,412
"Market at 10th","2nd at Townsend",1,1094
"Market at 10th","Clay at Battery",1,619
"Market at 10th","Commercial at Montgomery",1,829
"Market at 10th","Embarcadero at Folsom",1,940
"Market at 10th","Howard at 2nd",1,619
"Market at 4th","Broadway St at Battery St",1,669
"Market at 4th","Clay at Battery",1,314
"Market at 4th","Embarcadero at Folsom",1,664
"Market at 4th","Golden Gate at Polk",1,411
"Market at 4th","Post at Kearny",1,174
"Market at 4th","Townsend at 7th",1,653
"Market at Sansome","Beale at Market",1,115
"Market at Sansome","Clay at Battery",1,197
"Market at Sansome","Embarcadero at Folsom",1,317
"Market at Sansome","Embarcadero at Vallejo",1,447
"Market at Sansome","Golden Gate at Polk",1,533
"Mechanics Plaza (Market at Battery)","2nd at Folsom",1,485
"Mechanics Plaza (Market at Battery)","Beale at Market",1,78
"Mechanics Plaza (Market at Battery)","San Francisco City Hall",1,814
"Mechanics Plaza (Market at Battery)","Spear at Folsom",1,246
"Mechanics Plaza (Market at Battery)","Steuart at Market",1,236
"Mountain View Caltrain Station","California Ave Caltrain Station",1,1917
"Mountain View City Hall","Castro Street and El Camino Real",1,988
"Mountain View City Hall","Rengstorff Avenue / California Street",1,838
"Palo Alto Caltrain Station","University and Emerson",1,173
"Park at Olive","California Ave Caltrain Station",1,506
"Park at Olive","Rengstorff Avenue / California Street",1,1405
"Park at Olive","University and Emerson",1,836
"Paseo de San Antonio","Paseo de San Antonio",1,1817
"Paseo de San Antonio","Ryland Park",1,1135
"Post at Kearny","Clay at Battery",1,279
"Post at Kearny","Commercial at Montgomery",1,177
"Post at Kearny","Howard at 2nd",1,163
"Post at Kearny","Market at 4th",1,341
"Post at Kearny","Market at Sansome",1,181
"Post at Kearny","Powell at Post (Union Square)",1,293
"Powell Street BART","2nd at Folsom",1,2389
"Powell Street BART","2nd at South Park",1,410
"Powell Street BART","5th at Howard",1,148
"Powell Street BART","Broadway St at Battery St",1,588
"Powell Street BART","Commercial at Montgomery",1,452
"Powell Street BART","Davis at Jackson",1,675
"Powell Street BART","Embarcadero at Folsom",1,832
"Powell Street BART","Golden Gate at Polk",1,344
"Powell Street BART","Post at Kearny",1,364
"Powell Street BART","Temporary Transbay Terminal (Howard at Beale)",1,440
"Powell at Post (Union Square)","Broadway St at Battery St",1,573
"Powell at Post (Union Square)","Embarcadero at Vallejo",1,976
"Powell at Post (Union Square)","Grant Avenue at Columbus Avenue",1,439
"Powell at Post (Union Square)","Market at Sansome",1,243
"Powell at Post (Union Square)","Spear at Folsom",1,651
"Powell at Post (Union Square)","Temporary Transbay Terminal (Howard at Beale)",1,721
"Redwood City Caltrain Station","Franklin at Maple",1,222
"Redwood City Caltrain Station","Redwood City Caltrain Station",1,31381
"Redwood City Medical Center","San Mateo County Center",1,177
"Redwood City Public Library","San Mateo County Center",1,273
"Rengstorff Avenue / California Street","Mountain View City Hall",1,1637
"Ryland Park","Adobe on Almaden",1,2199
"Ryland Park","Arena Green / SAP Center",1,590
"Ryland Park","San Jose Civic Center",1,1463
"SJSU - San Salvador at 9th","Japantown",1,1414
"SJSU - San Salvador at 9th","SJSU 4th at San Carlos",1,199
"SJSU 4th at San Carlos","MLK Library",1,547
"SJSU 4th at San Carlos","Paseo de San Antonio",1,408
"SJSU 4th at San Carlos","San Jose Diridon Caltrain Station",1,657
"San Antonio Caltrain Station","Mountain View Caltrain Station",1,906
"San Antonio Caltrain Station","Mountain View City Hall",1,853
"San Francisco Caltrain (Townsend at 4th)","Grant Avenue at Columbus Avenue",1,1514
"San Francisco Caltrain (Townsend at 4th)","Powell at Post (Union Square)",1,603
"San Francisco Caltrain 2 (330 Townsend)","Grant Avenue at Columbus Avenue",1,5022
"San Francisco Caltrain 2 (330 Townsend)","San Francisco Caltrain (Townsend at 4th)",1,1247
"San Francisco City Hall","2nd at Townsend",1,946
"San Francisco City Hall","Mechanics Plaza (Market at Battery)",1,595
"San Francisco City Hall","Post at Kearny",1,772
"San Francisco City Hall","San Francisco Caltrain (Townsend at 4th)",1,474
"San Francisco City Hall","South Van Ness at Market",1,310
"San Jose City Hall","Adobe on Almaden",1,697
"San Jose City Hall","Arena Green / SAP Center",1,674
"San Jose City Hall","Ryland Park",1,365
"San Jose City Hall","San Salvador at 1st",1,515
"San Jose Civic Center","Adobe on Almaden",1,205
"San Jose Civic Center","Arena Green / SAP Center",1,530
"San Jose Civic Center","MLK Library",1,2650
"San Jose Civic Center","San Pedro Square",1,1727
"San Jose Diridon Caltrain Station","Arena Green / SAP Center",1,1815
"San Jose Diridon Caltrain Station","San Salvador at 1st",1,732
"San Mateo County Center","Redwood City Caltrain Station",1,248
"San Mateo County Center","Redwood City Public Library",1,334
"San Mateo County Center","San Mateo County Center",1,1255
"San Pedro Square","MLK Library",1,503
"San Pedro Square","SJSU - San Salvador at 9th",1,612
"San Pedro Square","St James Park",1,303
"San Salvador at 1st","Arena Green / SAP Center",1,624
"San Salvador at 1st","Paseo de San Antonio",1,343
"San Salvador at 1st","San Jose Civic Center",1,804
"San Salvador at 1st","San Pedro Square",1,397
"San Salvador at 1st","Santa Clara at Almaden",1,1800
"San Salvador at 1st","St James Park",1,906
"Santa Clara at Almaden","San Pedro Square",1,585
"Santa Clara at Almaden","Santa Clara at Almaden",1,876
"South Van Ness at Market","5th at Howard",1,456
"South Van Ness at Market","Embarcadero at Folsom",1,852
"South Van Ness at Market","Steuart at Market",1,938
"Spear at Folsom","5th at Howard",1,484
"Spear at Folsom","Civic Center BART (7th at Market)",1,812
"Spear at Folsom","Embarcadero at Bryant",1,107
"Spear at Folsom","Grant Avenue at Columbus Avenue",1,805
"Spear at Folsom","Post at Kearny",1,683
"Spear at Folsom","San Francisco City Hall",1,1407
"Spear at Folsom","Washington at Kearny",1,517
"St James Park","SJSU 4th at San Carlos",1,808
"St James Park","Santa Clara County Civic Center",1,529
"St James Park","Santa Clara at Almaden",1,1691
"St James Park","St James Park",1,1781
"Stanford in Redwood City","Franklin at Maple",1,6388
"Steuart at Market","Civic Center BART (7th at Market)",1,575
"Steuart at Market","Commercial at Montgomery",1,294
"Steuart at Market","Grant Avenue at Columbus Avenue",1,1199
"Steuart at Market","Market at 10th",1,760
"Steuart at Market","Market at Sansome",1,429
"Steuart at Market","Mechanics Plaza (Market at Battery)",1,251
"Steuart at Market","Powell Street BART",1,538
"Steuart at Market","South Van Ness at Market",1,983
"Temporary Transbay Terminal (Howard at Beale)","Embarcadero at Folsom",1,213
"Temporary Transbay Terminal (Howard at Beale)","Grant Avenue at Columbus Avenue",1,530
"Temporary Transbay Terminal (Howard at Beale)","Harry Bridges Plaza (Ferry Building)",1,206
"Temporary Transbay Terminal (Howard at Beale)","Mechanics Plaza (Market at Battery)",1,413
"Temporary Transbay Terminal (Howard at Beale)","Powell Street BART",1,444
"Temporary Transbay Terminal (Howard at Beale)","Washington at Kearny",1,719
"Townsend at 7th","Commercial at Montgomery",1,1258
"Townsend at 7th","Davis at Jackson",1,1523
"Townsend at 7th","Embarcadero at Sansome",1,1095
"Townsend at 7th","Grant Avenue at Columbus Avenue",1,899
"Townsend at 7th","Market at Sansome",1,686
"Townsend at 7th","Mechanics Plaza (Market at Battery)",1,888
"Townsend at 7th","San Francisco City Hall",1,642
"Townsend at 7th","Townsend at 7th",1,89
"Townsend at 7th","Washington at Kearny",1,1080
"University and Emerson","Cowper at University",1,219
"University and Emerson","San Antonio Shopping Center",1,1244
"Washington at Kearny","2nd at South Park",1,459
"Washington at Kearny","Commercial at Montgomery",1,4406
"Washington at Kearny","San Francisco City Hall",1,1438
"Yerba Buena Center of the Arts (3rd @ Howard)","Beale at Market",1,522
"Yerba Buena Center of the Arts (3rd @ Howard)","Broadway St at Battery St",1,609
"Yerba Buena Center of the Arts (3rd @ Howard)","Civic Center BART (7th at Market)",1,547
"Yerba Buena Center of the Arts (3rd @ Howard)","Embarcadero at Bryant",1,1026
"Yerba Buena Center of the Arts (3rd @ Howard)","Harry Bridges Plaza (Ferry Building)",1,1046
"Yerba Buena Center of the Arts (3rd @ Howard)","San Francisco City Hall",1,1408
"Yerba Buena Center of the Arts (3rd @ Howard)","Temporary Transbay Terminal (Howard at Beale)",1,412
"Yerba Buena Center of the Arts (3rd @ Howard)","Washington at Kearny",1,296
"Yerba Buena Center of the Arts (3rd @ Howard)","Yerba Buena Center of the Arts (3rd @ Howard)",1,3910
