"start_station_name","end_station_name","total_trips_2014","avg_duration.x","total_trips_2015","avg_duration.y","trip_change","percent_change"
"Market at 10th","San Francisco Caltrain 2 (330 Townsend)",14,736.785714285714,46,585.565217391304,32,228.571428571429
"Market at 10th","San Francisco City Hall",NA,NA,5,1307.6,NA,NA
"Market at 10th","Spear at Folsom",1,1056,3,874.333333333333,2,200
"Market at 10th","Steuart at Market",4,1068.75,6,782.5,2,50
"Market at 10th","Temporary Transbay Terminal (Howard at Beale)",3,710,4,717.75,1,33.3333333333333
"Market at 10th","Townsend at 7th",8,502.625,15,465.266666666667,7,87.5
"Market at 10th","Washington at Kearny",1,857,4,633.5,3,300
"Market at 10th","Yerba Buena Center of the Arts (3rd @ Howard)",1,489,6,666.833333333333,5,500
"Market at 4th","2nd at Folsom",2,525,NA,NA,NA,NA
"Market at 4th","2nd at South Park",5,657,2,362.5,-3,-60
"Market at 4th","2nd at Townsend",2,699.5,9,1525.11111111111,7,350
"Market at 4th","5th at Howard",1,203,7,194,6,600
"Market at 4th","Beale at Market",3,273.333333333333,4,371.75,1,33.3333333333333
"Market at 4th","Broadway St at Battery St",1,426,1,669,0,0
"Market at 4th","Civic Center BART (7th at Market)",10,3831,4,1290,-6,-60
"Market at 4th","Clay at Battery",5,617,1,314,-4,-80
"Market at 4th","Commercial at Montgomery",4,592.5,4,296.5,0,0
"Market at 4th","Embarcadero at Bryant",3,601.333333333333,2,1172.5,-1,-33.3333333333333
"Market at 4th","Embarcadero at Folsom",1,585,1,664,0,0
"Market at 4th","Embarcadero at Sansome",5,4118.6,11,1422.27272727273,6,120
"Market at 4th","Embarcadero at Vallejo",NA,NA,4,1342.75,NA,NA
"Market at 4th","Golden Gate at Polk",1,806,1,411,0,0
"Market at 4th","Grant Avenue at Columbus Avenue",4,493.25,6,722.666666666667,2,50
"Market at 4th","Harry Bridges Plaza (Ferry Building)",12,566.166666666667,21,1171.14285714286,9,75
"Market at 4th","Howard at 2nd",3,766.333333333333,4,320,1,33.3333333333333
"Market at 4th","Market at 10th",13,590.538461538462,20,434.75,7,53.8461538461538
"Market at 4th","Market at 4th",5,1527.2,14,10394.5,9,180
"Market at 4th","Market at Sansome",12,877.166666666667,5,1098.8,-7,-58.3333333333333
"Market at 4th","Mechanics Plaza (Market at Battery)",7,2881.14285714286,2,273,-5,-71.4285714285714
"Market at 4th","Post at Kearny",1,807,1,174,0,0
"Market at 4th","Powell at Post (Union Square)",3,322.666666666667,NA,NA,NA,NA
"Market at 4th","Powell Street BART",3,2601,5,126.2,2,66.6666666666667
"Market at 4th","San Francisco Caltrain (Townsend at 4th)",35,456.542857142857,33,502.242424242424,-2,-5.71428571428571
"Market at 4th","San Francisco Caltrain 2 (330 Townsend)",15,422.466666666667,10,514.2,-5,-33.3333333333333
"Market at 4th","San Francisco City Hall",7,6508.28571428571,3,792,-4,-57.1428571428571
"Market at 4th","South Van Ness at Market",3,489,5,596.8,2,66.6666666666667
"Market at 4th","Spear at Folsom",2,564.5,8,475.75,6,300
"Market at 4th","Steuart at Market",8,1962.125,8,456.5,0,0
"Market at 4th","Temporary Transbay Terminal (Howard at Beale)",17,404.941176470588,12,390.166666666667,-5,-29.4117647058824
"Market at 4th","Townsend at 7th",4,1531.75,1,653,-3,-75
"Market at 4th","Washington at Kearny",3,367.666666666667,5,319.6,2,66.6666666666667
"Market at 4th","Yerba Buena Center of the Arts (3rd @ Howard)",NA,NA,3,160.333333333333,NA,NA
"Market at Sansome","2nd at Folsom",13,291.923076923077,3,267.333333333333,-10,-76.9230769230769
"Market at Sansome","2nd at South Park",46,372.130434782609,23,169.173913043478,-23,-50
"Market at Sansome","2nd at Townsend",8,511.125,14,486.857142857143,6,75
"Market at Sansome","5th at Howard",4,614.75,2,332,-2,-50
"Market at Sansome","Beale at Market",1,119,1,115,0,0
"Market at Sansome","Broadway St at Battery St",6,489.833333333333,5,1232.8,-1,-16.6666666666667
"Market at Sansome","Civic Center BART (7th at Market)",8,568.75,2,387,-6,-75
"Market at Sansome","Clay at Battery",2,322,1,197,-1,-50
"Market at Sansome","Commercial at Montgomery",7,261.571428571429,9,833.333333333333,2,28.5714285714286
"Market at Sansome","Davis at Jackson",4,332.5,10,415.8,6,150
"Market at Sansome","Embarcadero at Bryant",2,531.5,4,473.75,2,100
"Market at Sansome","Embarcadero at Folsom",4,511.75,1,317,-3,-75
"Market at Sansome","Embarcadero at Sansome",17,621,10,1871.4,-7,-41.1764705882353
"Market at Sansome","Embarcadero at Vallejo",3,792.333333333333,1,447,-2,-66.6666666666667
"Market at Sansome","Golden Gate at Polk",3,546.333333333333,1,533,-2,-66.6666666666667
"Market at Sansome","Grant Avenue at Columbus Avenue",15,418.466666666667,10,682.2,-5,-33.3333333333333
"Market at Sansome","Harry Bridges Plaza (Ferry Building)",29,806,27,603.666666666667,-2,-6.89655172413793
"Market at Sansome","Howard at 2nd",6,195.833333333333,8,153.875,2,33.3333333333333
"Market at Sansome","Market at 10th",3,645.333333333333,6,3092.16666666667,3,100
"Market at Sansome","Market at 4th",5,1185.6,2,211,-3,-60
"Market at Sansome","Market at Sansome",2,2289,5,6064.2,3,150
"Market at Sansome","Mechanics Plaza (Market at Battery)",4,8302.5,NA,NA,NA,NA
"Market at Sansome","Powell at Post (Union Square)",2,420.5,3,367,1,50
"Market at Sansome","Powell Street BART",8,616.875,5,397.4,-3,-37.5
"Market at Sansome","San Francisco Caltrain (Townsend at 4th)",40,683.05,22,848.363636363636,-18,-45
"Market at Sansome","San Francisco Caltrain 2 (330 Townsend)",15,744.2,16,965.6875,1,6.66666666666667
"Market at Sansome","San Francisco City Hall",3,8904.66666666667,NA,NA,NA,NA
"Market at Sansome","South Van Ness at Market",9,3342.77777777778,12,738.333333333333,3,33.3333333333333
"Market at Sansome","Spear at Folsom",3,379.666666666667,2,420,-1,-33.3333333333333
"Market at Sansome","Steuart at Market",10,818.5,3,282,-7,-70
"Market at Sansome","Temporary Transbay Terminal (Howard at Beale)",8,248.5,8,257.875,0,0
"Market at Sansome","Townsend at 7th",8,844.625,2,777.5,-6,-75
"Market at Sansome","Washington at Kearny",4,377.75,2,426.5,-2,-50
"Market at Sansome","Yerba Buena Center of the Arts (3rd @ Howard)",NA,NA,4,218.5,NA,NA
"Mechanics Plaza (Market at Battery)","2nd at Folsom",NA,NA,1,485,NA,NA
"Mechanics Plaza (Market at Battery)","2nd at South Park",4,436,2,419.5,-2,-50
"Mechanics Plaza (Market at Battery)","2nd at Townsend",2,600.5,7,685.857142857143,5,250
"Mechanics Plaza (Market at Battery)","5th at Howard",1,455,NA,NA,NA,NA
"Mechanics Plaza (Market at Battery)","Beale at Market",NA,NA,1,78,NA,NA
"Mechanics Plaza (Market at Battery)","Broadway St at Battery St",NA,NA,3,396,NA,NA
"Mechanics Plaza (Market at Battery)","Civic Center BART (7th at Market)",1,794,4,727.75,3,300
"Mechanics Plaza (Market at Battery)","Clay at Battery",NA,NA,2,257,NA,NA
"Mechanics Plaza (Market at Battery)","Commercial at Montgomery",7,278,8,491.375,1,14.2857142857143
"Mechanics Plaza (Market at Battery)","Davis at Jackson",14,319.857142857143,4,418.5,-10,-71.4285714285714
"Mechanics Plaza (Market at Battery)","Embarcadero at Bryant",8,718.75,9,430.444444444444,1,12.5
"Mechanics Plaza (Market at Battery)","Embarcadero at Folsom",6,6560.5,2,302.5,-4,-66.6666666666667
"Mechanics Plaza (Market at Battery)","Embarcadero at Sansome",3,591,10,659.8,7,233.333333333333
"Mechanics Plaza (Market at Battery)","Embarcadero at Vallejo",3,361.333333333333,3,6199.33333333333,0,0
"Mechanics Plaza (Market at Battery)","Grant Avenue at Columbus Avenue",2,742,2,634.5,0,0
"Mechanics Plaza (Market at Battery)","Harry Bridges Plaza (Ferry Building)",4,223.75,5,1010.6,1,25
"Mechanics Plaza (Market at Battery)","Howard at 2nd",3,211.333333333333,4,420.75,1,33.3333333333333
"Mechanics Plaza (Market at Battery)","Market at 10th",6,5987.83333333333,7,893.714285714286,1,16.6666666666667
"Mechanics Plaza (Market at Battery)","Market at 4th",15,610.266666666667,4,615.5,-11,-73.3333333333333
"Mechanics Plaza (Market at Battery)","Market at Sansome",1,152,NA,NA,NA,NA
"Mechanics Plaza (Market at Battery)","Mechanics Plaza (Market at Battery)",7,3827.71428571429,8,1478.875,1,14.2857142857143
"Mechanics Plaza (Market at Battery)","Post at Kearny",3,390.333333333333,2,286.5,-1,-33.3333333333333
"Mechanics Plaza (Market at Battery)","Powell at Post (Union Square)",7,420.857142857143,8,382.625,1,14.2857142857143
"Mechanics Plaza (Market at Battery)","Powell Street BART",3,391,4,2204,1,33.3333333333333
"Mechanics Plaza (Market at Battery)","San Francisco Caltrain (Townsend at 4th)",7,845.142857142857,13,795.769230769231,6,85.7142857142857
"Mechanics Plaza (Market at Battery)","San Francisco Caltrain 2 (330 Townsend)",3,743,8,822.125,5,166.666666666667
"Mechanics Plaza (Market at Battery)","San Francisco City Hall",2,744.5,1,814,-1,-50
"Mechanics Plaza (Market at Battery)","South Van Ness at Market",9,827.666666666667,6,1420.33333333333,-3,-33.3333333333333
"Mechanics Plaza (Market at Battery)","Spear at Folsom",4,475.75,1,246,-3,-75
"Mechanics Plaza (Market at Battery)","Steuart at Market",2,237.5,1,236,-1,-50
"Mechanics Plaza (Market at Battery)","Temporary Transbay Terminal (Howard at Beale)",NA,NA,4,179.25,NA,NA
"Mechanics Plaza (Market at Battery)","Townsend at 7th",3,1173.33333333333,NA,NA,NA,NA
"Mechanics Plaza (Market at Battery)","Washington at Kearny",NA,NA,5,424,NA,NA
"Mezes Park","Redwood City Caltrain Station",4,317.5,3,742,-1,-25
"Mezes Park","San Mateo County Center",1,192,NA,NA,NA,NA
"MLK Library","Japantown",NA,NA,2,1064,NA,NA
"MLK Library","MLK Library",1,570,1,66,0,0
"MLK Library","Ryland Park",1,740,NA,NA,NA,NA
"MLK Library","San Jose City Hall",NA,NA,1,384,NA,NA
"MLK Library","San Jose Civic Center",1,369,NA,NA,NA,NA
"MLK Library","San Jose Diridon Caltrain Station",3,696.666666666667,12,472.083333333333,9,300
"MLK Library","San Pedro Square",2,340.5,1,412,-1,-50
"MLK Library","Santa Clara at Almaden",1,293,NA,NA,NA,NA
"Mountain View Caltrain Station","California Ave Caltrain Station",NA,NA,1,1917,NA,NA
"Mountain View Caltrain Station","Castro Street and El Camino Real",22,365.681818181818,27,363.703703703704,5,22.7272727272727
"Mountain View Caltrain Station","Evelyn Park and Ride",22,823.818181818182,17,338.470588235294,-5,-22.7272727272727
"Mountain View Caltrain Station","Mountain View Caltrain Station",2,9397,4,11379,2,100
"Mountain View Caltrain Station","Mountain View City Hall",29,286.48275862069,39,272.410256410256,10,34.4827586206897
"Mountain View Caltrain Station","Rengstorff Avenue / California Street",9,807.222222222222,6,1073.83333333333,-3,-33.3333333333333
"Mountain View Caltrain Station","San Antonio Caltrain Station",1,940,2,1187,1,100
"Mountain View Caltrain Station","San Antonio Shopping Center",NA,NA,2,1001.5,NA,NA
"Mountain View City Hall","Castro Street and El Camino Real",1,214,1,988,0,0
"Mountain View City Hall","Evelyn Park and Ride",1,404,NA,NA,NA,NA
"Mountain View City Hall","Mountain View Caltrain Station",30,314.066666666667,34,4921.47058823529,4,13.3333333333333
"Mountain View City Hall","Mountain View City Hall",3,6784.33333333333,2,5875,-1,-33.3333333333333
"Mountain View City Hall","Park at Olive",2,3526,NA,NA,NA,NA
"Mountain View City Hall","Rengstorff Avenue / California Street",NA,NA,1,838,NA,NA
"Mountain View City Hall","San Antonio Shopping Center",1,634,2,794.5,1,100
"Palo Alto Caltrain Station","California Ave Caltrain Station",2,727.5,7,1003,5,250
"Palo Alto Caltrain Station","Cowper at University",12,303.25,9,228.666666666667,-3,-25
"Palo Alto Caltrain Station","Palo Alto Caltrain Station",10,5344.8,8,3288.25,-2,-20
"Palo Alto Caltrain Station","Park at Olive",4,1076.75,7,802.428571428571,3,75
"Palo Alto Caltrain Station","University and Emerson",1,429,1,173,0,0
"Park at Olive","California Ave Caltrain Station",3,174,1,506,-2,-66.6666666666667
"Park at Olive","Cowper at University",2,1772.5,NA,NA,NA,NA
"Park at Olive","Palo Alto Caltrain Station",3,2597.66666666667,6,1107,3,100
"Park at Olive","Rengstorff Avenue / California Street",NA,NA,1,1405,NA,NA
"Park at Olive","San Antonio Caltrain Station",3,1390.33333333333,NA,NA,NA,NA
"Park at Olive","University and Emerson",1,1839,1,836,0,0
"Paseo de San Antonio","Adobe on Almaden",NA,NA,2,1229.5,NA,NA
"Paseo de San Antonio","Japantown",4,1327,NA,NA,NA,NA
"Paseo de San Antonio","Paseo de San Antonio",1,104,1,1817,0,0
"Paseo de San Antonio","Ryland Park",NA,NA,1,1135,NA,NA
"Paseo de San Antonio","San Jose City Hall",NA,NA,2,485.5,NA,NA
"Paseo de San Antonio","San Jose Civic Center",NA,NA,2,207,NA,NA
"Paseo de San Antonio","San Jose Diridon Caltrain Station",10,463.5,2,537.5,-8,-80
"Paseo de San Antonio","San Pedro Square",2,457.5,NA,NA,NA,NA
"Paseo de San Antonio","San Salvador at 1st",1,257,3,169,2,200
"Paseo de San Antonio","Santa Clara at Almaden",1,267,NA,NA,NA,NA
"Paseo de San Antonio","SJSU - San Salvador at 9th",4,383.25,7,324.571428571429,3,75
"Paseo de San Antonio","St James Park",3,445.333333333333,NA,NA,NA,NA
"Post at Kearny","2nd at Folsom",NA,NA,2,348,NA,NA
"Post at Kearny","2nd at South Park",3,413,6,90.5,3,100
"Post at Kearny","2nd at Townsend",NA,NA,3,430.666666666667,NA,NA
"Post at Kearny","5th at Howard",NA,NA,3,333.666666666667,NA,NA
"Post at Kearny","Beale at Market",3,228.666666666667,NA,NA,NA,NA
"Post at Kearny","Broadway St at Battery St",2,509.5,2,961.5,0,0
"Post at Kearny","Civic Center BART (7th at Market)",3,506,3,482,0,0
"Post at Kearny","Clay at Battery",1,322,1,279,0,0
"Post at Kearny","Commercial at Montgomery",1,442,1,177,0,0
"Post at Kearny","Davis at Jackson",NA,NA,2,440,NA,NA
"Post at Kearny","Embarcadero at Folsom",2,485.5,NA,NA,NA,NA
"Post at Kearny","Embarcadero at Sansome",4,604,8,15304.5,4,100
"Post at Kearny","Golden Gate at Polk",NA,NA,3,719,NA,NA
"Post at Kearny","Grant Avenue at Columbus Avenue",NA,NA,6,391.833333333333,NA,NA
"Post at Kearny","Harry Bridges Plaza (Ferry Building)",1,446,11,520.818181818182,10,1000
"Post at Kearny","Howard at 2nd",1,270,1,163,0,0
"Post at Kearny","Market at 10th",4,814.25,2,666.5,-2,-50
"Post at Kearny","Market at 4th",4,254.5,1,341,-3,-75
"Post at Kearny","Market at Sansome",1,457,1,181,0,0
"Post at Kearny","Mechanics Plaza (Market at Battery)",4,131,2,12035.5,-2,-50
"Post at Kearny","Post at Kearny",NA,NA,3,6957.33333333333,NA,NA
"Post at Kearny","Powell at Post (Union Square)",NA,NA,1,293,NA,NA
"Post at Kearny","Powell Street BART",3,388.333333333333,2,318,-1,-33.3333333333333
"Post at Kearny","San Francisco Caltrain (Townsend at 4th)",2,756,20,617.1,18,900
"Post at Kearny","San Francisco Caltrain 2 (330 Townsend)",5,569,12,703,7,140
"Post at Kearny","South Van Ness at Market",7,674.428571428571,NA,NA,NA,NA
"Post at Kearny","Spear at Folsom",1,431,NA,NA,NA,NA
"Post at Kearny","Steuart at Market",4,467.5,6,341,2,50
"Post at Kearny","Temporary Transbay Terminal (Howard at Beale)",2,324.5,2,426,0,0
"Post at Kearny","Townsend at 7th",7,866.714285714286,6,940,-1,-14.2857142857143
"Post at Kearny","Washington at Kearny",9,196.666666666667,3,275.666666666667,-6,-66.6666666666667
"Post at Kearny","Yerba Buena Center of the Arts (3rd @ Howard)",1,636,2,248,1,100
"Powell at Post (Union Square)","2nd at Folsom",1,402,NA,NA,NA,NA
"Powell at Post (Union Square)","2nd at South Park",1,547,2,441.5,1,100
"Powell at Post (Union Square)","2nd at Townsend",NA,NA,3,587.333333333333,NA,NA
"Powell at Post (Union Square)","5th at Howard",1,312,2,334.5,1,100
"Powell at Post (Union Square)","Beale at Market",4,334.5,5,336.6,1,25
"Powell at Post (Union Square)","Broadway St at Battery St",1,499,1,573,0,0
"Powell at Post (Union Square)","Civic Center BART (7th at Market)",2,1060,NA,NA,NA,NA
"Powell at Post (Union Square)","Clay at Battery",2,289.5,NA,NA,NA,NA
"Powell at Post (Union Square)","Commercial at Montgomery",5,526.6,2,465,-3,-60
"Powell at Post (Union Square)","Davis at Jackson",3,593.666666666667,6,639.166666666667,3,100
"Powell at Post (Union Square)","Embarcadero at Bryant",3,1017,2,733.5,-1,-33.3333333333333
"Powell at Post (Union Square)","Embarcadero at Sansome",12,849.25,4,621.75,-8,-66.6666666666667
"Powell at Post (Union Square)","Embarcadero at Vallejo",4,13242.25,1,976,-3,-75
"Powell at Post (Union Square)","Golden Gate at Polk",NA,NA,2,780.5,NA,NA
"Powell at Post (Union Square)","Grant Avenue at Columbus Avenue",NA,NA,1,439,NA,NA
"Powell at Post (Union Square)","Harry Bridges Plaza (Ferry Building)",2,362,6,695.833333333333,4,200
"Powell at Post (Union Square)","Howard at 2nd",5,433,11,316.454545454545,6,120
"Powell at Post (Union Square)","Market at 10th",4,561.5,3,427,-1,-25
"Powell at Post (Union Square)","Market at 4th",1,197,NA,NA,NA,NA
"Powell at Post (Union Square)","Market at Sansome",8,314.625,1,243,-7,-87.5
"Powell at Post (Union Square)","Mechanics Plaza (Market at Battery)",7,313.285714285714,3,380.333333333333,-4,-57.1428571428571
"Powell at Post (Union Square)","Post at Kearny",1,240,4,573.5,3,300
"Powell at Post (Union Square)","Powell at Post (Union Square)",2,19138.5,4,3264,2,100
"Powell at Post (Union Square)","Powell Street BART",3,1049.66666666667,2,599.5,-1,-33.3333333333333
"Powell at Post (Union Square)","San Francisco Caltrain (Townsend at 4th)",17,645.705882352941,11,602,-6,-35.2941176470588
"Powell at Post (Union Square)","San Francisco Caltrain 2 (330 Townsend)",6,519.833333333333,6,625.5,0,0
"Powell at Post (Union Square)","San Francisco City Hall",2,748.5,2,945,0,0
"Powell at Post (Union Square)","South Van Ness at Market",2,2590.5,4,763.5,2,100
"Powell at Post (Union Square)","Spear at Folsom",2,823.5,1,651,-1,-50
"Powell at Post (Union Square)","Steuart at Market",9,930.666666666667,10,514.1,1,11.1111111111111
"Powell at Post (Union Square)","Temporary Transbay Terminal (Howard at Beale)",1,650,1,721,0,0
"Powell at Post (Union Square)","Townsend at 7th",6,786.833333333333,2,778.5,-4,-66.6666666666667
"Powell at Post (Union Square)","Washington at Kearny",6,288.5,8,809.375,2,33.3333333333333
"Powell at Post (Union Square)","Yerba Buena Center of the Arts (3rd @ Howard)",NA,NA,3,364.666666666667,NA,NA
"Powell Street BART","2nd at Folsom",9,494.888888888889,1,2389,-8,-88.8888888888889
"Powell Street BART","2nd at South Park",1,603,1,410,0,0
"Powell Street BART","2nd at Townsend",2,651,3,1438.66666666667,1,50
"Powell Street BART","5th at Howard",2,147,1,148,-1,-50
"Powell Street BART","Beale at Market",6,453.5,6,521.833333333333,0,0
"Powell Street BART","Broadway St at Battery St",NA,NA,1,588,NA,NA
"Powell Street BART","Civic Center BART (7th at Market)",4,243.5,5,128.6,1,25
"Powell Street BART","Clay at Battery",1,4992,2,757,1,100
"Powell Street BART","Commercial at Montgomery",4,586,1,452,-3,-75
"Powell Street BART","Davis at Jackson",1,774,1,675,0,0
"Powell Street BART","Embarcadero at Bryant",2,1118,2,6285,0,0
"Powell Street BART","Embarcadero at Folsom",2,705.5,1,832,-1,-50
"Powell Street BART","Embarcadero at Sansome",NA,NA,15,2664.2,NA,NA
"Powell Street BART","Embarcadero at Vallejo",NA,NA,2,13224,NA,NA
"Powell Street BART","Golden Gate at Polk",1,593,1,344,0,0
"Powell Street BART","Grant Avenue at Columbus Avenue",NA,NA,2,792,NA,NA
"Powell Street BART","Harry Bridges Plaza (Ferry Building)",4,633.25,9,1895.22222222222,5,125
"Powell Street BART","Howard at 2nd",NA,NA,3,631.333333333333,NA,NA
"Powell Street BART","Market at 10th",19,1636.47368421053,9,419.444444444444,-10,-52.6315789473684
"Powell Street BART","Market at 4th",6,6477.83333333333,6,131.833333333333,0,0
"Powell Street BART","Market at Sansome",11,422.636363636364,9,383,-2,-18.1818181818182
"Powell Street BART","Mechanics Plaza (Market at Battery)",3,12742.6666666667,3,434.666666666667,0,0
"Powell Street BART","Post at Kearny",1,665,1,364,0,0
"Powell Street BART","Powell at Post (Union Square)",1,378,2,493.5,1,100
"Powell Street BART","Powell Street BART",3,968,3,3088.33333333333,0,0
"Powell Street BART","San Francisco Caltrain (Townsend at 4th)",21,475.52380952381,7,996.857142857143,-14,-66.6666666666667
"Powell Street BART","San Francisco Caltrain 2 (330 Townsend)",15,483.666666666667,48,479.479166666667,33,220
"Powell Street BART","San Francisco City Hall",9,415.888888888889,4,963,-5,-55.5555555555556
"Powell Street BART","South Van Ness at Market",5,479.4,7,465.857142857143,2,40
"Powell Street BART","Spear at Folsom",1,653,2,654,1,100
"Powell Street BART","Steuart at Market",2,491,3,500.666666666667,1,50
"Powell Street BART","Temporary Transbay Terminal (Howard at Beale)",4,485.5,1,440,-3,-75
"Powell Street BART","Townsend at 7th",8,620.5,12,639.333333333333,4,50
"Powell Street BART","Washington at Kearny",5,447.2,5,489.8,0,0
"Redwood City Caltrain Station","Cowper at University",1,3482,NA,NA,NA,NA
"Redwood City Caltrain Station","Franklin at Maple",NA,NA,1,222,NA,NA
"Redwood City Caltrain Station","Mezes Park",5,307.4,NA,NA,NA,NA
"Redwood City Caltrain Station","Redwood City Caltrain Station",4,1033.25,1,31381,-3,-75
"Redwood City Caltrain Station","Redwood City Medical Center",NA,NA,3,559.666666666667,NA,NA
"Redwood City Caltrain Station","San Mateo County Center",3,1020,2,140.5,-1,-33.3333333333333
"Redwood City Caltrain Station","Stanford in Redwood City",NA,NA,12,811.916666666667,NA,NA
"Redwood City Medical Center","Redwood City Caltrain Station",NA,NA,2,477,NA,NA
"Redwood City Medical Center","San Mateo County Center",NA,NA,1,177,NA,NA
"Redwood City Public Library","Broadway at Main",1,541,NA,NA,NA,NA
"Redwood City Public Library","Redwood City Caltrain Station",NA,NA,3,19239.3333333333,NA,NA
"Redwood City Public Library","Redwood City Public Library",2,366,NA,NA,NA,NA
"Redwood City Public Library","San Mateo County Center",NA,NA,1,273,NA,NA
"Rengstorff Avenue / California Street","California Ave Caltrain Station",2,1275,NA,NA,NA,NA
"Rengstorff Avenue / California Street","Mountain View Caltrain Station",7,850.428571428571,5,607.2,-2,-28.5714285714286
"Rengstorff Avenue / California Street","Mountain View City Hall",2,719.5,1,1637,-1,-50
"Rengstorff Avenue / California Street","Rengstorff Avenue / California Street",2,59727,2,564,0,0
"Rengstorff Avenue / California Street","San Antonio Caltrain Station",5,296.8,2,322,-3,-60
"Rengstorff Avenue / California Street","San Antonio Shopping Center",3,608,NA,NA,NA,NA
"Ryland Park","Adobe on Almaden",NA,NA,1,2199,NA,NA
"Ryland Park","Arena Green / SAP Center",NA,NA,1,590,NA,NA
"Ryland Park","Japantown",2,524,4,318.25,2,100
"Ryland Park","MLK Library",1,466,NA,NA,NA,NA
"Ryland Park","Paseo de San Antonio",1,394,NA,NA,NA,NA
"Ryland Park","Ryland Park",6,3902.33333333333,NA,NA,NA,NA
"Ryland Park","San Jose City Hall",NA,NA,2,1181,NA,NA
"Ryland Park","San Jose Civic Center",NA,NA,1,1463,NA,NA
"Ryland Park","San Jose Diridon Caltrain Station",19,669.368421052632,12,564.083333333333,-7,-36.8421052631579
"Ryland Park","San Pedro Square",3,514,NA,NA,NA,NA
"Ryland Park","Santa Clara County Civic Center",7,471.285714285714,4,440.25,-3,-42.8571428571429
"Ryland Park","SJSU 4th at San Carlos",2,523,NA,NA,NA,NA
"San Antonio Caltrain Station","California Ave Caltrain Station",1,962,NA,NA,NA,NA
"San Antonio Caltrain Station","Castro Street and El Camino Real",2,72545,NA,NA,NA,NA
"San Antonio Caltrain Station","Mountain View Caltrain Station",NA,NA,1,906,NA,NA
"San Antonio Caltrain Station","Mountain View City Hall",1,1267,1,853,0,0
"San Antonio Caltrain Station","Rengstorff Avenue / California Street",4,417.75,3,367,-1,-25
"San Antonio Caltrain Station","San Antonio Caltrain Station",2,44721.5,NA,NA,NA,NA
"San Antonio Caltrain Station","San Antonio Shopping Center",25,291.92,16,311.625,-9,-36
"San Antonio Shopping Center","California Ave Caltrain Station",1,1032,NA,NA,NA,NA
"San Antonio Shopping Center","Castro Street and El Camino Real",2,1073.5,NA,NA,NA,NA
"San Antonio Shopping Center","Mountain View Caltrain Station",1,872,2,741,1,100
"San Antonio Shopping Center","Mountain View City Hall",1,633,2,848.5,1,100
"San Antonio Shopping Center","Rengstorff Avenue / California Street",3,257.333333333333,NA,NA,NA,NA
"San Antonio Shopping Center","San Antonio Caltrain Station",25,235.76,10,217.7,-15,-60
"San Antonio Shopping Center","San Antonio Shopping Center",1,3583,NA,NA,NA,NA
"San Francisco Caltrain (Townsend at 4th)","2nd at Folsom",10,443.4,13,491.076923076923,3,30
"San Francisco Caltrain (Townsend at 4th)","2nd at South Park",11,367.909090909091,3,168,-8,-72.7272727272727
"San Francisco Caltrain (Townsend at 4th)","2nd at Townsend",13,376.384615384615,14,293.071428571429,1,7.69230769230769
"San Francisco Caltrain (Townsend at 4th)","5th at Howard",7,426.714285714286,10,378.4,3,42.8571428571429
"San Francisco Caltrain (Townsend at 4th)","Beale at Market",11,824.090909090909,8,693,-3,-27.2727272727273
"San Francisco Caltrain (Townsend at 4th)","Broadway St at Battery St",17,821.058823529412,11,916.454545454545,-6,-35.2941176470588
"San Francisco Caltrain (Townsend at 4th)","Civic Center BART (7th at Market)",7,649.142857142857,5,611,-2,-28.5714285714286
"San Francisco Caltrain (Townsend at 4th)","Clay at Battery",14,859.142857142857,14,877.071428571429,0,0
"San Francisco Caltrain (Townsend at 4th)","Commercial at Montgomery",11,770.818181818182,6,910.166666666667,-5,-45.4545454545455
"San Francisco Caltrain (Townsend at 4th)","Davis at Jackson",20,796.4,25,814.32,5,25
"San Francisco Caltrain (Townsend at 4th)","Embarcadero at Bryant",24,995.375,20,449.95,-4,-16.6666666666667
"San Francisco Caltrain (Townsend at 4th)","Embarcadero at Folsom",46,834.413043478261,21,630.142857142857,-25,-54.3478260869565
"San Francisco Caltrain (Townsend at 4th)","Embarcadero at Sansome",24,1160.58333333333,16,1381.8125,-8,-33.3333333333333
"San Francisco Caltrain (Townsend at 4th)","Embarcadero at Vallejo",15,846.8,8,898.75,-7,-46.6666666666667
"San Francisco Caltrain (Townsend at 4th)","Golden Gate at Polk",4,1038,4,983,0,0
"San Francisco Caltrain (Townsend at 4th)","Grant Avenue at Columbus Avenue",6,941.833333333333,1,1514,-5,-83.3333333333333
"San Francisco Caltrain (Townsend at 4th)","Harry Bridges Plaza (Ferry Building)",36,712.194444444444,39,681.358974358974,3,8.33333333333333
"San Francisco Caltrain (Townsend at 4th)","Howard at 2nd",12,478.916666666667,26,638.653846153846,14,116.666666666667
"San Francisco Caltrain (Townsend at 4th)","Market at 10th",21,795.47619047619,21,801.238095238095,0,0
"San Francisco Caltrain (Townsend at 4th)","Market at 4th",10,592.3,12,609.666666666667,2,20
"San Francisco Caltrain (Townsend at 4th)","Market at Sansome",36,589.916666666667,16,648.875,-20,-55.5555555555556
"San Francisco Caltrain (Townsend at 4th)","Mechanics Plaza (Market at Battery)",9,743.888888888889,8,730.25,-1,-11.1111111111111
"San Francisco Caltrain (Townsend at 4th)","Post at Kearny",7,774.714285714286,11,526.545454545455,4,57.1428571428571
